estacion,parada,linea,ascensor,escaleras,accesible,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,tipoTransporte
LA FORTUNA,7,11,1,0, 1,est_4_305,305.0,LA FORTUNA,N/A,40.35795,-3.7778300000000002,N/A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
PUERTA DEL SUR,1,12,1,1, 1,est_4_205,205.0,PUERTA DEL SUR,N/A,40.345240000000004,-3.8121099999999997,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
PARQUE LISBOA,2,12,1,0, 1,est_4_210,210.0,PARQUE LISBOA,N/A,40.34969,-3.8212,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
ALCORCON CENTRAL,3,12,1,0, 1,est_4_211,211.0,ALCORCON CENTRAL,N/A,40.35008,-3.83178,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
PARQUE OESTE,4,12,1,0, 1,est_4_212,212.0,PARQUE OESTE,N/A,40.345890000000004,-3.84934,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
UNIVERSIDAD REY JUAN CARLOS,5,12,1,1, 1,est_4_213,213.0,UNIVERSIDAD REY JUAN CARLOS,N/A,40.33512,-3.87218,B2,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
MOSTOLES CENTRAL,6,12,1,1, 1,est_4_214,214.0,MOSTOLES CENTRAL,N/A,40.3285,-3.86354,B2,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
PRADILLO,7,12,1,1, 1,est_4_215,215.0,PRADILLO,N/A,40.32168,-3.86489,B2,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
HOSPITAL DE MOSTOLES,8,12,1,1, 1,est_4_216,216.0,HOSPITAL DE MOSTOLES,N/A,40.316520000000004,-3.87471,B2,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
MANUELA MALASAÑA,9,12,1,1, 1,est_4_217,217.0,MANUELA MALASAÑA,N/A,40.30903,-3.8640199999999996,B2,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
LORANCA,10,12,1,1, 1,est_4_218,218.0,LORANCA,N/A,40.29681,-3.83768,B2,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
HOSPITAL DE FUENLABRADA,11,12,1,1, 1,est_4_219,219.0,HOSPITAL DE FUENLABRADA,N/A,40.285759999999996,-3.81642,B2,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
PARQUE EUROPA,12,12,1,1, 1,est_4_220,220.0,PARQUE EUROPA,N/A,40.28518,-3.80632,B2,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
FUENLABRADA CENTRAL,13,12,1,1, 1,est_4_221,221.0,FUENLABRADA CENTRAL,N/A,40.28268,-3.79891,B2,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
PARQUE DE LOS ESTADOS,14,12,1,1, 1,est_4_222,222.0,PARQUE DE LOS ESTADOS,N/A,40.286840000000005,-3.7869699999999997,B2,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
ARROYO CULEBRO,15,12,1,1, 1,est_4_223,223.0,ARROYO CULEBRO,N/A,40.288740000000004,-3.75682,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
CONSERVATORIO,16,12,1,1, 1,est_4_224,224.0,CONSERVATORIO,N/A,40.293240000000004,-3.7457599999999998,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
ALONSO DE MENDOZA,17,12,1,1, 1,est_4_225,225.0,ALONSO DE MENDOZA,N/A,40.30081,-3.73664,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
GETAFE CENTRAL,18,12,1,1, 1,est_4_226,226.0,GETAFE CENTRAL,N/A,40.30993,-3.73403,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
 JUAN DE LA CIERVA,19,12,1,1, 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metro
EL CASAR,20,12,1,1, 1,est_4_228,228.0,EL CASAR,N/A,40.31862,-3.70985,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
LOS ESPARTALES,21,12,1,1, 1,est_4_229,229.0,LOS ESPARTALES,N/A,40.32423,-3.7182,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
EL BERCIAL,22,12,1,1, 1,est_4_230,230.0,EL BERCIAL,N/A,40.32907,-3.7296300000000002,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
EL CARRASCAL,23,12,1,1, 1,est_4_231,231.0,EL CARRASCAL,N/A,40.33664,-3.7401800000000005,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
JULIAN BESTEIRO,24,12,1,1, 1,est_4_232,232.0,JULIAN BESTEIRO,N/A,40.33475,-3.7526599999999997,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
CASA DEL RELOJ,25,12,1,1, 1,est_4_233,233.0,CASA DEL RELOJ,N/A,40.3266,-3.7594199999999995,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
HOSPITAL SEVERO OCHOA,26,12,1,1, 1,est_4_234,234.0,HOSPITAL SEVERO OCHOA,N/A,40.32177,-3.7679699999999996,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
LEGANES CENTRAL,27,12,1,1, 1,est_4_235,235.0,LEGANES CENTRAL,N/A,40.328990000000005,-3.7715400000000003,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
SAN NICASIO,28,12,1,1, 1,est_4_236,236.0,SAN NICASIO,N/A,40.33616,-3.77587,B1,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
OPERA,1,13,1,1, 1,est_4_36,36.0,OPERA,N/A,40.41809,-3.7094199999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
PRINCIPE PIO,2,13,0,1, 1,est_90_18,18.0,PRINCIPE PIO,Paseo de la Florida 2,40.42107,-3.7203699999999995,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
PINAR DE CHAMARTIN,1,1,0,0, 1,par_10_1,1,PINAR DE CHAMARTIN,N/A,40.480140000000006,-3.66684,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
FUENTE DE LA MORA,2,1,0,1, 1,par_10_2,2,FUENTE DE LA MORA,N/A,40.48482,-3.66325,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
VIRGEN DEL CORTIJO,3,1,0,0, 1,par_10_3,3,VIRGEN DEL CORTIJO,N/A,40.48734,-3.6609800000000003,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
ANTONIO SAURA,4,1,0,0, 1,par_10_4,4,ANTONIO SAURA,N/A,40.485459999999996,-3.6535300000000004,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
ALVAREZ DE VILLAAMIL,5,1,0,0, 1,par_10_5,5,ALVAREZ DE VILLAAMIL,N/A,40.48905,-3.65136,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
BLASCO IBAÑEZ,6,1,0,1, 1,par_10_6,6,BLASCO IBAÑEZ,N/A,40.49368,-3.65584,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
MARIA TUDOR,7,1,1,1, 1,par_10_7,7,MARIA TUDOR,N/A,40.497170000000004,-3.65889,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
PALAS DE REY,8,1,0,0, 1,par_10_8,8,PALAS DE REY,N/A,40.50544,-3.6650699999999996,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
LAS TABLAS,9,1,0,0, 1,par_10_9,9,LAS TABLAS,N/A,40.50824,-3.66932,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
COLONIA JARDIN,1,2,0,0, 1,par_10_10,10,COLONIA JARDIN,N/A,40.39698,-3.7745599999999997,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
COLONIA JARDIN,1,2,0,0, 1,par_10_24,24,COLONIA JARDIN,N/A,40.39698,-3.77451,A,http://www.crtm.es,0,est_10_10,N/A,2,metroLigero
PRADO DE LA VEGA,2,2,0,0, 1,par_10_11,11,PRADO DE LA VEGA,N/A,40.4023,-3.7812099999999997,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
COLONIA DE LOS ANGELES,3,2,0,0, 1,par_10_12,12,COLONIA DE LOS ANGELES,N/A,40.40721,-3.7844,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
PRADO DEL REY,4,2,0,0, 1,par_10_13,13,PRADO DEL REY,N/A,40.410470000000004,-3.7874800000000004,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
SOMOSAGUAS SUR,5,2,1,0, 1,par_10_14,14,SOMOSAGUAS SUR,N/A,40.41536,-3.7925199999999997,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
SOMOSAGUAS CENTRO,6,2,0,0, 1,par_10_15,15,SOMOSAGUAS CENTRO,N/A,40.41937,-3.79874,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
POZUELO OESTE,7,2,0,0, 1,par_10_16,16,POZUELO OESTE,N/A,40.42307,-3.80447,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
BELGICA,8,2,0,0, 1,par_10_18,18,BELGICA,N/A,40.43058,-3.80755,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
DOS CASTILLAS,9,2,0,0, 1,par_10_19,19,DOS CASTILLAS,N/A,40.43253,-3.8016199999999998,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
CAMPUS DE SOMOSAGUAS,10,2,0,0, 1,par_10_20,20,CAMPUS DE SOMOSAGUAS,N/A,40.43338,-3.79525,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
AVENIDA DE EUROPA,11,2,0,1, 1,par_10_21,21,AVENIDA DE EUROPA,N/A,40.43931,-3.79305,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
BERNA,12,2,0,0, 1,par_10_22,22,BERNA,N/A,40.44487,-3.7912,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
ESTACION DE ARAVACA,13,2,0,0, 1,par_10_23,23,ESTACION DE ARAVACA,N/A,40.44833,-3.78591,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
COLONIA JARDIN,1,3,0,0, 1,par_10_10,10,COLONIA JARDIN,N/A,40.39698,-3.7745599999999997,A,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
COLONIA JARDIN,1,3,0,0, 1,par_10_24,24,COLONIA JARDIN,N/A,40.39698,-3.77451,A,http://www.crtm.es,0,est_10_10,N/A,2,metroLigero
CIUDAD DE LA IMAGEN,2,3,0,0, 1,par_10_25,25,CIUDAD DE LA IMAGEN,N/A,40.397090000000006,-3.78399,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
JOSE ISBERT,3,3,0,0, 1,par_10_26,26,JOSE ISBERT,N/A,40.39525,-3.7899300000000005,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
CIUDAD DEL CINE,4,3,0,0, 1,par_10_27,27,CIUDAD DEL CINE,N/A,40.39455,-3.7955699999999997,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
COCHERAS,5,3,0,0, 1,par_10_39,39,COCHERAS,N/A,40.396879999999996,-3.80386,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
RETAMARES,6,3,0,0, 1,par_10_28,28,RETAMARES,N/A,40.398720000000004,-3.81675,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
MONTEPRINCIPE,7,3,1,0, 1,par_10_29,29,MONTEPRINCIPE,N/A,40.39792,-3.8358,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
VENTORRO DEL CANO,8,3,0,0, 1,par_10_30,30,VENTORRO DEL CANO,N/A,40.3942,-3.83811,B1,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
PRADO DEL ESPINO,9,3,0,0, 1,par_10_31,31,PRADO DEL ESPINO,N/A,40.39502,-3.84774,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
CANTABRIA,10,3,0,0, 1,par_10_32,32,CANTABRIA,N/A,40.39529,-3.86439,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
FERIAL DE BOADILLA,11,3,0,0, 1,par_10_33,33,FERIAL DE BOADILLA,N/A,40.401959999999995,-3.8793800000000003,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
BOADILLA CENTRO,12,3,0,0, 1,par_10_34,34,BOADILLA CENTRO,N/A,40.407140000000005,-3.88004,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
NUEVO MUNDO,13,3,0,0, 1,par_10_35,35,NUEVO MUNDO,N/A,40.405640000000005,-3.88576,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
SIGLO XXI,14,3,0,0, 1,par_10_36,36,SIGLO XXI,N/A,40.40513,-3.8926300000000005,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
INFANTE DON LUIS,15,3,0,0, 1,par_10_37,37,INFANTE DON LUIS,N/A,40.40595,-3.89741,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
PUERTA DE BOADILLA,16,3,0,0, 1,par_10_38,38,PUERTA DE BOADILLA,N/A,40.40777,-3.9037800000000002,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
ESTRELLA POLAR NORTE,1,4,0,0, 1,par_10_64,64,ESTRELLA POLAR NORTE,N/A,40.23015,-3.75112,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
ESTRELLA POLAR SUR,2,4,0,0, 1,par_10_65,65,ESTRELLA POLAR SUR,N/A,40.23072,-3.7538300000000002,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
JAIME I NORTE,3,4,0,0, 1,par_10_66,66,JAIME I NORTE,N/A,40.234140000000004,-3.74969,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
JAIME I SUR,4,4,0,0, 1,par_10_67,67,JAIME I SUR,N/A,40.2347,-3.7524,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
POLIGONO INDUSTRIAL CIUDAD DE PARLA,5,4,0,0, 1,par_10_68,68,POLIGONO INDUSTRIAL CIUDAD DE PARLA,N/A,40.23867,-3.75045,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
PLAZA DE TOROS,6,4,0,0, 1,par_10_50,50,PLAZA DE TOROS,N/A,40.2441,-3.75756,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
JULIO ROMERO DE TORRES,7,4,0,0, 1,par_10_51,51,JULIO ROMERO DE TORRES,N/A,40.24535,-3.76232,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
LA BALLENA,8,4,0,0, 1,par_10_52,52,LA BALLENA,N/A,40.24599,-3.76635,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
PARLA CENTRO - BULEVAR NORTE,9,4,0,0, 1,par_10_53,53,PARLA CENTRO - BULEVAR NORTE,N/A,40.240790000000004,-3.76954,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
IGLESIA CENTRO,10,4,0,0, 1,par_10_54,54,IGLESIA CENTRO,N/A,40.23771,-3.7705900000000003,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
BULEVAR SUR,11,4,0,0, 1,par_10_55,55,BULEVAR SUR,N/A,40.23473,-3.77236,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
REYES CATOLICOS,12,4,0,0, 1,par_10_56,56,REYES CATOLICOS,N/A,40.23141,-3.77,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
ISABEL II,13,4,0,0, 1,par_10_57,57,ISABEL II,N/A,40.23114,-3.76508,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
PARQUE PARLA ESTE,14,4,0,0, 1,par_10_58,58,PARQUE PARLA ESTE,N/A,40.228159999999995,-3.7614699999999996,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
AVENIDA SISTEMA SOLAR,15,4,0,0, 1,par_10_59,59,AVENIDA SISTEMA SOLAR,N/A,40.22343,-3.7607199999999996,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
TIERRA NORTE,16,4,0,0, 1,par_10_60,60,TIERRA NORTE,N/A,40.22195,-3.75406,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
TIERRA SUR,17,4,0,0, 1,par_10_61,61,TIERRA SUR,N/A,40.22254,-3.75675,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
VENUS NORTE,18,4,0,0, 1,par_10_62,62,VENUS NORTE,N/A,40.22627,-3.75251,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
VENUS SUR,19,4,0,0, 1,par_10_63,63,VENUS SUR,N/A,40.22683,-3.7552199999999996,B2,http://www.crtm.es,0,N/A,Europe/Madrid,2,metroLigero
